Pais;Encuesta;Variable;Definición;Valor;Etiqueta;Variable_nuestra;Reclasificacion_nuestra;Observaciones
Uruguay;Encuesta Continua de Hogares;pobpcoac;CONDICIÓN DE ACTIVIDAD ECONÓMICA;9;Inactivo, pensionista;Cond Actividad;Inactivo;
Uruguay;Encuesta Continua de Hogares;pobpcoac;CONDICIÓN DE ACTIVIDAD ECONÓMICA;10;Inactivo, jubilado;Cond Actividad;Inactivo;
Uruguay;Encuesta Continua de Hogares;pobpcoac;CONDICIÓN DE ACTIVIDAD ECONÓMICA;11;Inactivo, otro;Cond Actividad;Inactivo;
Uruguay;Encuesta Continua de Hogares;f85;HORAS TRABAJADAS POR SEMANA;numérico;;Part Time Involuntario;- 35 hs y más de 35hs;
Uruguay;Encuesta Continua de Hogares;f102;DESEA TRABAJAR MÁS HORAS;1;Sí;Part Time Involuntario;Involuntario;
Uruguay;Encuesta Continua de Hogares;f102;DESEA TRABAJAR MÁS HORAS;2;No;Part Time Involuntario;Voluntario;
Uruguay;Encuesta Continua de Hogares;NO HAY;NO HAY;NO HAY;NO HAY;Tiempo determinado;NO HAY;
Uruguay;Encuesta Continua de Hogares;f82;APORTE A CAJA DE JUBILACIONES;1;Sí;Registración;Registrado;
Uruguay;Encuesta Continua de Hogares;f82;APORTE A CAJA DE JUBILACIONES;2;No;Registración;No registrado;
Uruguay;Encuesta Continua de Hogares;e45_1;MSP / ASSE (Incluye Hospital de Clínicas);1;Sí;Salud;Con cobertura;
Uruguay;Encuesta Continua de Hogares;e45_1;MSP / ASSE (Incluye Hospital de Clínicas);2;No;Salud;Sin Cobertura;
Uruguay;Encuesta Continua de Hogares;e45_2;IAMC;1;Sí;Salud;Con cobertura;
Uruguay;Encuesta Continua de Hogares;e45_2;IAMC;2;No;Salud;Sin Cobertura;
Uruguay;Encuesta Continua de Hogares;e45_3;Seguro Médico Privado;1;Sí;Salud;Con cobertura;
Uruguay;Encuesta Continua de Hogares;e45_3;Seguro Médico Privado;2;No;Salud;Sin Cobertura;
Uruguay;Encuesta Continua de Hogares;e45_4;Hospital Policial / Militar;1;Sí;Salud;Con cobertura;
Uruguay;Encuesta Continua de Hogares;e45_4;Hospital Policial / Militar;2;No;Salud;Sin Cobertura;
Uruguay;Encuesta Continua de Hogares;e45_5;Área de salud del BPS;1;Sí;Salud;Con cobertura;
Uruguay;Encuesta Continua de Hogares;e45_5;Área de salud del BPS;2;No;Salud;Sin Cobertura;
Uruguay;Encuesta Continua de Hogares;e45_6;Policlínica municipal;1;Sí;Salud;Con cobertura;
Uruguay;Encuesta Continua de Hogares;e45_6;Policlínica municipal;2;No;Salud;Sin Cobertura;
Uruguay;Encuesta Continua de Hogares;e45_7;Otro;1;Sí;Salud;Con cobertura;
Uruguay;Encuesta Continua de Hogares;e45_7;Otro;2;No;Salud;Sin Cobertura;
Uruguay;Encuesta Continua de Hogares;f77;TAMAÑO DE LA EMPRESA;1;Una persona;Tamaño;Pequeño;
Uruguay;Encuesta Continua de Hogares;f78;TAMAÑO DE LA EMPRESA;2;2 a 4 personas;Tamaño;Pequeño;
Uruguay;Encuesta Continua de Hogares;f79;TAMAÑO DE LA EMPRESA;3;5 a 9 personas;Tamaño;Pequeño;
Uruguay;Encuesta Continua de Hogares;f80;TAMAÑO DE LA EMPRESA;6;10 a 19 personas;Tamaño;Mediano;
Uruguay;Encuesta Continua de Hogares;f81;TAMAÑO DE LA EMPRESA;7;20 a 49 personas;Tamaño;Mediano;
Uruguay;Encuesta Continua de Hogares;f82;TAMAÑO DE LA EMPRESA;5;50 o más personas;Tamaño;Grande;
Uruguay;Encuesta Continua de Hogares;f71_2;TAREAS QUE PROPORCIONAN MAYORES INGRESOS (Clasificador Internacional Uniforme de Ocupacion año 2008 (CIUO_08));9166:39:00;;Calificación;Baja;
Uruguay;Encuesta Continua de Hogares;f71_2;TAREAS QUE PROPORCIONAN MAYORES INGRESOS (Clasificador Internacional Uniforme de Ocupacion año 2008 (CIUO_08));4149:59:00;;Calificación;Media;
Uruguay;Encuesta Continua de Hogares;f71_2;TAREAS QUE PROPORCIONAN MAYORES INGRESOS (Clasificador Internacional Uniforme de Ocupacion año 2008 (CIUO_08));1066:39:00;;Calificación;Alta;
Uruguay;Encuesta Continua de Hogares;PT2;INGRESOS DE LA OCUPACIÓN PRINCIPAL;numérico;;Ingresos;;
Brasil;Pesquisa Nacional por Amostra de Domicílios Contínua - PNAD Contínua;VD4009;Posição na ocupação e categoria do emprego do trabalho principal da semana de referência para pessoas de 14 anos ou mais de idade;1;Empregado no setor privado com carteira de trabalho assinada;Sector;Privado sin SD;
Brasil;Pesquisa Nacional por Amostra de Domicílios Contínua - PNAD Contínua;VD4009;Posição na ocupação e categoria do emprego do trabalho principal da semana de referência para pessoas de 14 anos ou mais de idade;2;Empregado no setor privado sem carteira de trabalho assinada;Sector;Privado sin SD;
Brasil;Pesquisa Nacional por Amostra de Domicílios Contínua - PNAD Contínua;VD4009;Posição na ocupação e categoria do emprego do trabalho principal da semana de referência para pessoas de 14 anos ou mais de idade;3;Trabalhador doméstico com carteira de trabalho assinada;Sector;SD;
Brasil;Pesquisa Nacional por Amostra de Domicílios Contínua - PNAD Contínua;VD4009;Posição na ocupação e categoria do emprego do trabalho principal da semana de referência para pessoas de 14 anos ou mais de idade;4;Trabalhador doméstico sem carteira de trabalho assinada;Sector;SD;
Brasil;Pesquisa Nacional por Amostra de Domicílios Contínua - PNAD Contínua;VD4009;Posição na ocupação e categoria do emprego do trabalho principal da semana de referência para pessoas de 14 anos ou mais de idade;5;Empregado no setor público com carteira de trabalho assinada;Sector;Publico;
Brasil;Pesquisa Nacional por Amostra de Domicílios Contínua - PNAD Contínua;VD4009;Posição na ocupação e categoria do emprego do trabalho principal da semana de referência para pessoas de 14 anos ou mais de idade;6;Empregado no setor público sem carteira de trabalho assinada;Sector;Publico;
Brasil;Pesquisa Nacional por Amostra de Domicílios Contínua - PNAD Contínua;VD4009;Posição na ocupação e categoria do emprego do trabalho principal da semana de referência para pessoas de 14 anos ou mais de idade;7;Militar e servidor estatutário;Sector;Publico;
Brasil;Pesquisa Nacional por Amostra de Domicílios Contínua - PNAD Contínua;VD4009;Posição na ocupação e categoria do emprego do trabalho principal da semana de referência para pessoas de 14 anos ou mais de idade;8;Empregador;Sector;Privado sin SD;
Brasil;Pesquisa Nacional por Amostra de Domicílios Contínua - PNAD Contínua;VD4009;Posição na ocupação e categoria do emprego do trabalho principal da semana de referência para pessoas de 14 anos ou mais de idade;9;Conta-própria;Sector;Privado sin SD;
Brasil;Pesquisa Nacional por Amostra de Domicílios Contínua - PNAD Contínua;VD4009;Posição na ocupação e categoria do emprego do trabalho principal da semana de referência para pessoas de 14 anos ou mais de idade;10;Trabalhador familiar auxiliar;Sector;Privado sin SD;
Brasil;Pesquisa Nacional por Amostra de Domicílios Contínua - PNAD Contínua;VD4009;Posição na ocupação e categoria do emprego do trabalho principal da semana de referência para pessoas de 14 anos ou mais de idade;1;Empregado no setor privado com carteira de trabalho assinada;Categoria Ocupacional;Asalariados;
Brasil;Pesquisa Nacional por Amostra de Domicílios Contínua - PNAD Contínua;VD4009;Posição na ocupação e categoria do emprego do trabalho principal da semana de referência para pessoas de 14 anos ou mais de idade;2;Empregado no setor privado sem carteira de trabalho assinada;Categoria Ocupacional;Asalariados;
Brasil;Pesquisa Nacional por Amostra de Domicílios Contínua - PNAD Contínua;VD4009;Posição na ocupação e categoria do emprego do trabalho principal da semana de referência para pessoas de 14 anos ou mais de idade;3;Trabalhador doméstico com carteira de trabalho assinada;Categoria Ocupacional;Asalariados;
Brasil;Pesquisa Nacional por Amostra de Domicílios Contínua - PNAD Contínua;VD4009;Posição na ocupação e categoria do emprego do trabalho principal da semana de referência para pessoas de 14 anos ou mais de idade;4;Trabalhador doméstico sem carteira de trabalho assinada;Categoria Ocupacional;Asalariados;
Brasil;Pesquisa Nacional por Amostra de Domicílios Contínua - PNAD Contínua;VD4009;Posição na ocupação e categoria do emprego do trabalho principal da semana de referência para pessoas de 14 anos ou mais de idade;5;Empregado no setor público com carteira de trabalho assinada;Categoria Ocupacional;No asalariados;
Brasil;Pesquisa Nacional por Amostra de Domicílios Contínua - PNAD Contínua;VD4009;Posição na ocupação e categoria do emprego do trabalho principal da semana de referência para pessoas de 14 anos ou mais de idade;6;Empregado no setor público sem carteira de trabalho assinada;Categoria Ocupacional;No asalariados;
Brasil;Pesquisa Nacional por Amostra de Domicílios Contínua - PNAD Contínua;VD4009;Posição na ocupação e categoria do emprego do trabalho principal da semana de referência para pessoas de 14 anos ou mais de idade;7;Militar e servidor estatutário;Categoria Ocupacional;No asalariados;
Brasil;Pesquisa Nacional por Amostra de Domicílios Contínua - PNAD Contínua;VD4009;Posição na ocupação e categoria do emprego do trabalho principal da semana de referência para pessoas de 14 anos ou mais de idade;8;Empregador;Categoria Ocupacional;No asalariados;
Brasil;Pesquisa Nacional por Amostra de Domicílios Contínua - PNAD Contínua;VD4009;Posição na ocupação e categoria do emprego do trabalho principal da semana de referência para pessoas de 14 anos ou mais de idade;9;Conta-própria;Categoria Ocupacional;No asalariados;
Brasil;Pesquisa Nacional por Amostra de Domicílios Contínua - PNAD Contínua;VD4009;Posição na ocupação e categoria do emprego do trabalho principal da semana de referência para pessoas de 14 anos ou mais de idade;10;Trabalhador familiar auxiliar;Categoria Ocupacional;No asalariados;
Brasil;Pesquisa Nacional por Amostra de Domicílios Contínua - PNAD Contínua;V1028;Peso do domicílio e das pessoas;numérico;;Ponderador;;
Brasil;Pesquisa Nacional por Amostra de Domicílios Contínua - PNAD Contínua;VD4002;Condição de ocupação na semana de referência para pessoas de 14 anos ou mais de idade;1;Pessoas ocupadas;Cond Actividad;;
Brasil;Pesquisa Nacional por Amostra de Domicílios Contínua - PNAD Contínua;VD4003;Condição de ocupação na semana de referência para pessoas de 14 anos ou mais de idade;2;Pessoas desocupadas;Cond Actividad;;
Brasil;Pesquisa Nacional por Amostra de Domicílios Contínua - PNAD Contínua;VD4031;Horas habitualmente trabalhadas por semana em todos os trabalhos para pessoas de 14 anos ou mais de idade;numériico;Horas habitualmente trabalhadas por semana em todos os trabalhos para pessoas de 14 anos ou mais de idade;Part Time Involuntario;Menos de 35 horas;
Brasil;Pesquisa Nacional por Amostra de Domicílios Contínua - PNAD Contínua;V4063A;... gostaria de trabalhar mais horas do que as ... (soma das horas declaradas nos quesitos 39, 56 e 62) horas que normalmente trabalhava no(s) trabalho(s) que tinha na semana de referência?;1;Sim;Part Time Involuntario;Involuntario;
Brasil;Pesquisa Nacional por Amostra de Domicílios Contínua - PNAD Contínua;V4063A;... gostaria de trabalhar mais horas do que as ... (soma das horas declaradas nos quesitos 39, 56 e 62) horas que normalmente trabalhava no(s) trabalho(s) que tinha na semana de referência?;2;Não;Part Time Involuntario;Voluntario;
Brasil;Pesquisa Nacional por Amostra de Domicílios Contínua - PNAD Contínua;NO HAY;NO HAY;;NO HAY;Tiempo determinado;NO HAY;
Brasil;Pesquisa Nacional por Amostra de Domicílios Contínua - PNAD Contínua;VD4009;Posição na ocupação e categoria do emprego do trabalho principal da semana de referência para pessoas de 14 anos ou mais de idade;1;Empregado no setor privado com carteira de trabalho assinada;Registración;Registrado;
Brasil;Pesquisa Nacional por Amostra de Domicílios Contínua - PNAD Contínua;VD4009;Posição na ocupação e categoria do emprego do trabalho principal da semana de referência para pessoas de 14 anos ou mais de idade;2;Empregado no setor privado sem carteira de trabalho assinada;Registración;No registrado;
Brasil;Pesquisa Nacional por Amostra de Domicílios Contínua - PNAD Contínua;NO HAY;NO HAY;;NO HAY;Salud;NO HAY;
Brasil;Pesquisa Nacional por Amostra de Domicílios Contínua - PNAD Contínua;V4018;Na semana de ... a ... (semana de referência), contando com ... , quantas pessoas trabalhavam nesse negócio/empresa ?;1;1 a 5 pessoas;Tamaño;Pequeño;
Brasil;Pesquisa Nacional por Amostra de Domicílios Contínua - PNAD Contínua;V4018;Na semana de ... a ... (semana de referência), contando com ... , quantas pessoas trabalhavam nesse negócio/empresa ?;2;6 a 10 pessoas;Tamaño;Pequeño;
Brasil;Pesquisa Nacional por Amostra de Domicílios Contínua - PNAD Contínua;V4018;Na semana de ... a ... (semana de referência), contando com ... , quantas pessoas trabalhavam nesse negócio/empresa ?;3;11 a 50 pessoas;Tamaño;Mediano;
Brasil;Pesquisa Nacional por Amostra de Domicílios Contínua - PNAD Contínua;V4018;Na semana de ... a ... (semana de referência), contando com ... , quantas pessoas trabalhavam nesse negócio/empresa ?;4;51 ou mais pessoas;Tamaño;Grande;
Brasil;Pesquisa Nacional por Amostra de Domicílios Contínua - PNAD Contínua;VD4011;Grupamentos ocupacionais do trabalho principal da semana de referência para pessoas de 14 anos ou mais de idade;1;Diretores e gerentes;Calificación;Alta;
Brasil;Pesquisa Nacional por Amostra de Domicílios Contínua - PNAD Contínua;VD4011;Grupamentos ocupacionais do trabalho principal da semana de referência para pessoas de 14 anos ou mais de idade;2;Profissionais das ciências e intelectuais;Calificación;Alta;
Brasil;Pesquisa Nacional por Amostra de Domicílios Contínua - PNAD Contínua;VD4011;Grupamentos ocupacionais do trabalho principal da semana de referência para pessoas de 14 anos ou mais de idade;3;Técnicos e profissionais de nível médio;Calificación;Alta;
Brasil;Pesquisa Nacional por Amostra de Domicílios Contínua - PNAD Contínua;VD4011;Grupamentos ocupacionais do trabalho principal da semana de referência para pessoas de 14 anos ou mais de idade;4;Trabalhadores de apoio administrativo;Calificación;Media;
Brasil;Pesquisa Nacional por Amostra de Domicílios Contínua - PNAD Contínua;VD4011;Grupamentos ocupacionais do trabalho principal da semana de referência para pessoas de 14 anos ou mais de idade;5;Trabalhadores dos serviços, vendedores dos comércios e mercados;Calificación;Media;
Brasil;Pesquisa Nacional por Amostra de Domicílios Contínua - PNAD Contínua;VD4011;Grupamentos ocupacionais do trabalho principal da semana de referência para pessoas de 14 anos ou mais de idade;6;Trabalhadores qualificados da agropecuária, florestais, da caça e da pesca;Calificación;Media;
Brasil;Pesquisa Nacional por Amostra de Domicílios Contínua - PNAD Contínua;VD4011;Grupamentos ocupacionais do trabalho principal da semana de referência para pessoas de 14 anos ou mais de idade;7;Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios;Calificación;Media;
Brasil;Pesquisa Nacional por Amostra de Domicílios Contínua - PNAD Contínua;VD4011;Grupamentos ocupacionais do trabalho principal da semana de referência para pessoas de 14 anos ou mais de idade;8;Operadores de instalações e máquinas e montadores;Calificación;Media;
Brasil;Pesquisa Nacional por Amostra de Domicílios Contínua - PNAD Contínua;VD4011;Grupamentos ocupacionais do trabalho principal da semana de referência para pessoas de 14 anos ou mais de idade;9;Ocupações elementares;Calificación;Baja;
Brasil;Pesquisa Nacional por Amostra de Domicílios Contínua - PNAD Contínua;VD4011;Grupamentos ocupacionais do trabalho principal da semana de referência para pessoas de 14 anos ou mais de idade;10;Membros das forças armadas, policiais e bombeiros militares;Calificación;Resto;
Brasil;Pesquisa Nacional por Amostra de Domicílios Contínua - PNAD Contínua;VD4011;Grupamentos ocupacionais do trabalho principal da semana de referência para pessoas de 14 anos ou mais de idade;11;Ocupações maldefinidas;Calificación;Resto;
Brasil;Pesquisa Nacional por Amostra de Domicílios Contínua - PNAD Contínua;VD4016;Rendimento mensal habitual do trabalho principal para pessoas de 14 anos ou mais de idade (apenas para pessoas que receberam em dinheiro, produtos ou mercadorias no trabalho principal);numérico;;Ingresos;;
Paraguay;Encuesta Permanente de Hogares Continua;CATE_PEA;Categoría ocupacional en la ocupación principal (ocupados) / Categoría en la última ocupación (desocupados);1;Empleado / obrero público;Sector;Publico;
Paraguay;Encuesta Permanente de Hogares Continua;CATE_PEA;Categoría ocupacional en la ocupación principal (ocupados) / Categoría en la última ocupación (desocupados);2;Empleado / obrero privado;Sector;Privado sin SD;
Paraguay;Encuesta Permanente de Hogares Continua;CATE_PEA;Categoría ocupacional en la ocupación principal (ocupados) / Categoría en la última ocupación (desocupados);3;Empleador o patrón;Sector;Privado sin SD;
Paraguay;Encuesta Permanente de Hogares Continua;CATE_PEA;Categoría ocupacional en la ocupación principal (ocupados) / Categoría en la última ocupación (desocupados);4;Trabajador por cuenta propia;Sector;Privado sin SD;
Paraguay;Encuesta Permanente de Hogares Continua;CATE_PEA;Categoría ocupacional en la ocupación principal (ocupados) / Categoría en la última ocupación (desocupados);5;Trabajador familiar no remunerado;Sector;Privado sin SD;
Paraguay;Encuesta Permanente de Hogares Continua;CATE_PEA;Categoría ocupacional en la ocupación principal (ocupados) / Categoría en la última ocupación (desocupados);6;Empleado doméstico;Sector;SD;
Paraguay;Encuesta Permanente de Hogares Continua;CATE_PEA;Categoría ocupacional en la ocupación principal (ocupados) / Categoría en la última ocupación (desocupados);1;Empleado / obrero público;Categoria Ocupacional;Asalariados;
Paraguay;Encuesta Permanente de Hogares Continua;CATE_PEA;Categoría ocupacional en la ocupación principal (ocupados) / Categoría en la última ocupación (desocupados);2;Empleado / obrero privado;Categoria Ocupacional;Asalariados;
Paraguay;Encuesta Permanente de Hogares Continua;CATE_PEA;Categoría ocupacional en la ocupación principal (ocupados) / Categoría en la última ocupación (desocupados);3;Empleador o patrón;Categoria Ocupacional;No asalariados;
Paraguay;Encuesta Permanente de Hogares Continua;CATE_PEA;Categoría ocupacional en la ocupación principal (ocupados) / Categoría en la última ocupación (desocupados);4;Trabajador por cuenta propia;Categoria Ocupacional;No asalariados;
Paraguay;Encuesta Permanente de Hogares Continua;CATE_PEA;Categoría ocupacional en la ocupación principal (ocupados) / Categoría en la última ocupación (desocupados);5;Trabajador familiar no remunerado;Categoria Ocupacional;No asalariados;
Paraguay;Encuesta Permanente de Hogares Continua;CATE_PEA;Categoría ocupacional en la ocupación principal (ocupados) / Categoría en la última ocupación (desocupados);6;Empleado doméstico;Categoria Ocupacional;Asalariados;
Paraguay;Encuesta Permanente de Hogares Continua;AREA;Area de Residencia;1;Urbano;Zona;Urbano;
Paraguay;Encuesta Permanente de Hogares Continua;AREA;Area de Residencia;6;Rural;Zona;Rural;
Paraguay;Encuesta Permanente de Hogares Continua;FEX;Factor de expansión;numérico;;Ponderador;;
Paraguay;Encuesta Permanente de Hogares Continua;PEAA;Actividad económica (agrupada);1;Ocupados;Cond Actividad;Ocupados;
Paraguay;Encuesta Permanente de Hogares Continua;PEAA;Actividad económica (agrupada);2;Desocupados;Cond Actividad;Desocupados;
Paraguay;Encuesta Permanente de Hogares Continua;PEAA;Actividad económica (agrupada);3;Inactivos;Cond Actividad;Inactivo;
Paraguay;Encuesta Permanente de Hogares Continua;PEAA;Actividad económica (agrupada);9;NR;Cond Actividad;Resto;
Paraguay;Encuesta Permanente de Hogares Continua;PEAA;Actividad económica (agrupada);0;NA;Cond Actividad;Resto;
Paraguay;Encuesta Permanente de Hogares Continua;HORAB;Horas trabajadas en la actividad principal;numérico;;Part Time Involuntario;Menos de 35 horas;
Paraguay;Encuesta Permanente de Hogares Continua;D05;Cuál es la razón principal por al que desea mejorar o cambiar o adicionar su empleo actual ?;1;Gana poco;Part Time Involuntario;No utilizada;
Paraguay;Encuesta Permanente de Hogares Continua;D05;Cuál es la razón principal por al que desea mejorar o cambiar o adicionar su empleo actual ?;2;El trabajo es pesado;Part Time Involuntario;No utilizada;
Paraguay;Encuesta Permanente de Hogares Continua;D05;Cuál es la razón principal por al que desea mejorar o cambiar o adicionar su empleo actual ?;3;Desea trabajar menos horas sin ganar menos;Part Time Involuntario;No utilizada;
Paraguay;Encuesta Permanente de Hogares Continua;D05;Cuál es la razón principal por al que desea mejorar o cambiar o adicionar su empleo actual ?;4;Desea trabajar menos horas aunque gane menos;Part Time Involuntario;No utilizada;
Paraguay;Encuesta Permanente de Hogares Continua;D05;Cuál es la razón principal por al que desea mejorar o cambiar o adicionar su empleo actual ?;5;Desea trabajar igual cantidad de horas y ganar igual;Part Time Involuntario;No utilizada;
Paraguay;Encuesta Permanente de Hogares Continua;D05;Cuál es la razón principal por al que desea mejorar o cambiar o adicionar su empleo actual ?;6;Desea trabajar más horas y ganar más;Part Time Involuntario;Involuntario;
Paraguay;Encuesta Permanente de Hogares Continua;D05;Cuál es la razón principal por al que desea mejorar o cambiar o adicionar su empleo actual ?;7;No aprovecha sus estudios y experiencias;Part Time Involuntario;No utilizada;
Paraguay;Encuesta Permanente de Hogares Continua;D05;Cuál es la razón principal por al que desea mejorar o cambiar o adicionar su empleo actual ?;8;Ambiente de trabajo inadecuado;Part Time Involuntario;No utilizada;
Paraguay;Encuesta Permanente de Hogares Continua;D05;Cuál es la razón principal por al que desea mejorar o cambiar o adicionar su empleo actual ?;9;Conflictos laborales;Part Time Involuntario;No utilizada;
Paraguay;Encuesta Permanente de Hogares Continua;D05;Cuál es la razón principal por al que desea mejorar o cambiar o adicionar su empleo actual ?;10;Poco estable;Part Time Involuntario;No utilizada;
Paraguay;Encuesta Permanente de Hogares Continua;D05;Cuál es la razón principal por al que desea mejorar o cambiar o adicionar su empleo actual ?;11;Motivo familiar, personal;Part Time Involuntario;No utilizada;
Paraguay;Encuesta Permanente de Hogares Continua;D05;Cuál es la razón principal por al que desea mejorar o cambiar o adicionar su empleo actual ?;12;Otra razón (especificar);Part Time Involuntario;No utilizada;
Paraguay;Encuesta Permanente de Hogares Continua;D05;Cuál es la razón principal por al que desea mejorar o cambiar o adicionar su empleo actual ?;99;NR;Part Time Involuntario;No utilizada;
Paraguay;Encuesta Permanente de Hogares Continua;D05;Cuál es la razón principal por al que desea mejorar o cambiar o adicionar su empleo actual ?;Blanco;NA;Part Time Involuntario;No utilizada;
Paraguay;Encuesta Permanente de Hogares Continua;B26;Bajo qué tipo de contrato trabaja en esta ocupación ?;1;Contrato indefinido/nombrado;Tiempo determinado;no temporal;
Paraguay;Encuesta Permanente de Hogares Continua;B26;Bajo qué tipo de contrato trabaja en esta ocupación ?;2;Contrato definido temporal con emisión de factura legal;Tiempo determinado;temporal;
Paraguay;Encuesta Permanente de Hogares Continua;B26;Bajo qué tipo de contrato trabaja en esta ocupación ?;3;Contrato definido temporal sin emisión de factura legal;Tiempo determinado;temporal;
Paraguay;Encuesta Permanente de Hogares Continua;B26;Bajo qué tipo de contrato trabaja en esta ocupación ?;4;Contrato verbal;Tiempo determinado;no utilizada;
Paraguay;Encuesta Permanente de Hogares Continua;B26;Bajo qué tipo de contrato trabaja en esta ocupación ?;9;NR;Tiempo determinado;resto;
Paraguay;Encuesta Permanente de Hogares Continua;B26;Bajo qué tipo de contrato trabaja en esta ocupación ?;Blanco;NA;Tiempo determinado;resto;
Paraguay;Encuesta Permanente de Hogares Continua;B10;Aporta a una caja de jubilación por esta ocupación ?;1;Si;Registración;Registrado;
Paraguay;Encuesta Permanente de Hogares Continua;B10;Aporta a una caja de jubilación por esta ocupación ?;6;No;Registración;No registrado;
Paraguay;Encuesta Permanente de Hogares Continua;B10;Aporta a una caja de jubilación por esta ocupación ?;9;NR;Registración;Resto;
Paraguay;Encuesta Permanente de Hogares Continua;B10;Aporta a una caja de jubilación por esta ocupación ?;Blanco;NA;Registración;Resto;
Paraguay;Encuesta Permanente de Hogares Continua;TAMA_PEA;N° de personas que trabajan en el establecimiento de la ocupación principal (ocupados) / N° de personas que trabajaban en el establecimiento de la última ocupación (desocupados);1;Solo;Tamaño;Pequeño;
Paraguay;Encuesta Permanente de Hogares Continua;TAMA_PEA;N° de personas que trabajan en el establecimiento de la ocupación principal (ocupados) / N° de personas que trabajaban en el establecimiento de la última ocupación (desocupados);2;2 a 5 personas;Tamaño;Pequeño;
Paraguay;Encuesta Permanente de Hogares Continua;TAMA_PEA;N° de personas que trabajan en el establecimiento de la ocupación principal (ocupados) / N° de personas que trabajaban en el establecimiento de la última ocupación (desocupados);3;6 a 10 personas;Tamaño;Pequeño;
Paraguay;Encuesta Permanente de Hogares Continua;TAMA_PEA;N° de personas que trabajan en el establecimiento de la ocupación principal (ocupados) / N° de personas que trabajaban en el establecimiento de la última ocupación (desocupados);4;11 a 20 personas;Tamaño;Mediano;
Paraguay;Encuesta Permanente de Hogares Continua;TAMA_PEA;N° de personas que trabajan en el establecimiento de la ocupación principal (ocupados) / N° de personas que trabajaban en el establecimiento de la última ocupación (desocupados);5;21 a 30 personas;Tamaño;Mediano;
Paraguay;Encuesta Permanente de Hogares Continua;TAMA_PEA;N° de personas que trabajan en el establecimiento de la ocupación principal (ocupados) / N° de personas que trabajaban en el establecimiento de la última ocupación (desocupados);6;31 a 50 personas;Tamaño;Mediano;
Paraguay;Encuesta Permanente de Hogares Continua;TAMA_PEA;N° de personas que trabajan en el establecimiento de la ocupación principal (ocupados) / N° de personas que trabajaban en el establecimiento de la última ocupación (desocupados);7;51 a 100 personas;Tamaño;Grande;
Paraguay;Encuesta Permanente de Hogares Continua;TAMA_PEA;N° de personas que trabajan en el establecimiento de la ocupación principal (ocupados) / N° de personas que trabajaban en el establecimiento de la última ocupación (desocupados);8;101 a 500 personas;Tamaño;Grande;
Paraguay;Encuesta Permanente de Hogares Continua;TAMA_PEA;N° de personas que trabajan en el establecimiento de la ocupación principal (ocupados) / N° de personas que trabajaban en el establecimiento de la última ocupación (desocupados);9;Más de 500 personas;Tamaño;Grande;
Paraguay;Encuesta Permanente de Hogares Continua;TAMA_PEA;N° de personas que trabajan en el establecimiento de la ocupación principal (ocupados) / N° de personas que trabajaban en el establecimiento de la última ocupación (desocupados);10;Empleado doméstico;Tamaño;No utilizada;
Paraguay;Encuesta Permanente de Hogares Continua;TAMA_PEA;N° de personas que trabajan en el establecimiento de la ocupación principal (ocupados) / N° de personas que trabajaban en el establecimiento de la última ocupación (desocupados);11;No sabe;Tamaño;Resto;
Paraguay;Encuesta Permanente de Hogares Continua;TAMA_PEA;N° de personas que trabajan en el establecimiento de la ocupación principal (ocupados) / N° de personas que trabajaban en el establecimiento de la última ocupación (desocupados);99;NR;Tamaño;Resto;
Paraguay;Encuesta Permanente de Hogares Continua;TAMA_PEA;N° de personas que trabajan en el establecimiento de la ocupación principal (ocupados) / N° de personas que trabajaban en el establecimiento de la última ocupación (desocupados);Blanco;NA;Tamaño;Resto;
Paraguay;Encuesta Permanente de Hogares Continua;B01REC;Código ocupación principal en los últimos 7 días;1;Miembros del Poder Ejecutivo, Legislativo y Judicial, personal directivo de la Administración pública y de empresa;Calificación;Alta;
Paraguay;Encuesta Permanente de Hogares Continua;B01REC;Código ocupación principal en los últimos 7 días;2;Profesionales científicos e intelectuales;Calificación;Alta;
Paraguay;Encuesta Permanente de Hogares Continua;B01REC;Código ocupación principal en los últimos 7 días;3;Técnicos y profesionales de nivel medio;Calificación;Alta;
Paraguay;Encuesta Permanente de Hogares Continua;B01REC;Código ocupación principal en los últimos 7 días;4;Empleados de oficina;Calificación;Media;
Paraguay;Encuesta Permanente de Hogares Continua;B01REC;Código ocupación principal en los últimos 7 días;5;Trabajadores de los servicios y vendedores de comercios y mercados;Calificación;Media;
Paraguay;Encuesta Permanente de Hogares Continua;B01REC;Código ocupación principal en los últimos 7 días;6;Agricultores y trabajadores Agropecuarios y Pesqueros;Calificación;Media;
Paraguay;Encuesta Permanente de Hogares Continua;B01REC;Código ocupación principal en los últimos 7 días;7;Oficiales, operarios y artesanos de artes mecánicas y de otros oficios;Calificación;Media;
Paraguay;Encuesta Permanente de Hogares Continua;B01REC;Código ocupación principal en los últimos 7 días;8;Operadores de instalaciones y máquinas y montadores;Calificación;Media;
Paraguay;Encuesta Permanente de Hogares Continua;B01REC;Código ocupación principal en los últimos 7 días;9;Trabajadores no calificados;Calificación;Baja;
Paraguay;Encuesta Permanente de Hogares Continua;B01REC;Código ocupación principal en los últimos 7 días;10;Fuerzas armadas;Calificación;No utilizada;
